date,fips,county,state,total_cases,total_deaths,daily_positive_7day_ma,daily_deaths_7day_ma,prevalence_ratio_mean,prevalence_ratio_lower,prevalence_ratio_upper,new_infected_mean,new_infected_lower,new_infected_upper,current_infected_mean,current_infected_lower,current_infected_upper,perc_current_infected_mean,perc_current_infected_lower,perc_current_infected_upper,total_infected_mean,total_infected_lower,total_infected_upper,perc_total_infected_mean,perc_total_infected_lower,perc_total_infected_upper
2020-01-22,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-23,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-24,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-25,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-26,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-27,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-28,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-29,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-30,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-01-31,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-01,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-02,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-03,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-04,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-05,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-06,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-07,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-08,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-09,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-10,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-11,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-12,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-13,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-14,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-15,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-16,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-17,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-18,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-19,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-20,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-21,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-22,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-23,36001,Albany,NY,0,0,,,,,,,,,,,,,,,,,,,,
2020-02-24,36001,Albany,NY,0,0,,,,,,4.42857,2.95237,6.64286,4.42857,2.95237,6.64286,1.44959e-05,9.66387e-06,2.17438e-05,4.42857,2.95237,6.64286,1.44959e-05,9.66387e-06,2.17438e-05
2020-02-25,36001,Albany,NY,0,0,,,,,,4.35714,2.90476,6.53571,8.78571,5.85713,13.1786,2.87579e-05,1.91719e-05,4.31369e-05,8.78571,5.85713,13.1786,2.87579e-05,1.91719e-05,4.31369e-05
2020-02-26,36001,Albany,NY,0,0,,,,,,7.7381,5.15873,11.6071,16.5238,11.0159,24.7857,5.40867e-05,3.60577e-05,8.113e-05,16.5238,11.0159,24.7857,5.40867e-05,3.60577e-05,8.113e-05
2020-02-27,36001,Albany,NY,0,0,,,,,,9.30357,6.20238,13.9554,25.8274,17.2182,38.7411,8.45397e-05,5.63597e-05,0.00012681,25.8274,17.2182,38.7411,8.45397e-05,5.63597e-05,0.00012681
2020-02-28,36001,Albany,NY,0,0,,,,,,13.2286,8.81905,19.8429,39.056,26.0373,58.5839,0.00012784,8.52267e-05,0.00019176,39.056,26.0373,58.5839,0.00012784,8.52267e-05,0.00019176
2020-02-29,36001,Albany,NY,0,0,,,,,,18.7619,12.5079,28.1429,57.8179,38.5452,86.7268,0.000189253,0.000126168,0.000283879,57.8179,38.5452,86.7268,0.000189253,0.000126168,0.000283879
2020-03-01,36001,Albany,NY,0,0,,,,,,25.2653,16.8435,37.898,83.0832,55.3888,124.625,0.000271953,0.000181302,0.000407929,83.0832,55.3888,124.625,0.000271953,0.000181302,0.000407929
2020-03-02,36001,Albany,NY,0,0,,,,,,34.6735,23.1156,52.0102,117.757,78.5044,176.635,0.000385448,0.000256965,0.000578172,117.757,78.5044,176.635,0.000385448,0.000256965,0.000578172
2020-03-03,36001,Albany,NY,0,0,,,,,,50.1516,33.4344,75.2274,167.908,111.939,251.862,0.000549607,0.000366404,0.00082441,167.908,111.939,251.862,0.000549607,0.000366404,0.00082441
